id price bedrooms bathrooms sqft_living sqft_lot floors sqft_above
2436701180 671500 5 2.75 2160 4000 1.5 1530
809002765 610000 3 1 1180 3400 1.5 1180
4045500710 405000 2 0.75 1160 15029 1 870
5104510270 338900 4 2.5 1830 5612 2 1830
98020350 720000 4 4 3200 7708 2 3200
1714900060 442000 5 3 2560 5445 1.5 1760
1189000030 650000 5 2.75 2550 5040 1.5 2550
2473360060 263500 3 1.75 1330 9917 1 1040
222069082 300000 2 1 1220 75794 1 1220
8669160310 266000 3 2.5 1805 3402 2 1805
1526069135 930000 4 4 6050 84942 2.5 4150
1088650310 530000 4 2.5 2320 5493 2 2320
8945200860 180000 3 1 1384 8960 1 1384
7853240200 619000 3 2.5 2720 6439 2 2720
7511800070 264000 3 1.5 1820 10608 1 1820
2998800125 730000 2 2.25 2130 4920 1.5 1530
3876300310 439000 4 2.25 2060 10070 2 2060
5419800510 268500 4 1.75 1420 7500 1 1080
192460060 330000 3 1.75 1510 15744 1 1510
7942601895 640000 3 2.5 2160 4000 1.5 1960
7504010570 900000 3 2.5 3180 12600 2 3180
1442740140 370000 3 2.25 2110 13300 2 2110
6909200575 685000 3 2 2060 2900 1.5 1330
2525069041 505000 3 1.5 1830 217800 1 1010
3620069036 265000 3 1.75 1820 32666 1 1820
2781280390 290000 3 2.5 1610 2937 2 1610
9542830350 296000 4 2.5 1780 3600 2 1780
1123049053 360000 4 2.5 1840 9611 2 1840
8018600765 240500 3 1.75 1460 10584 1 990
3278600240 372500 2 2.5 1400 2958 2 1400
7846200070 595000 3 2.5 3370 14402 2 3370
662310400 515000 4 3 3590 8249 2 3590
8651100140 1.22E+06 4 2.25 3200 15367 2 3200
8682250350 507000 2 1.75 1670 6460 1 1670
3211230260 399950 4 2 2420 31465 1 2420
4233400340 185000 3 1.75 1430 10816 2 1430
7199350340 460000 3 1.75 1440 7070 1 1440
3904901710 435500 3 2.25 1450 4789 2 1450
240000058 469000 4 2.75 3550 13938 1 2100
6865200444 531000 2 3 1270 1175 2 1110
9498200046 443500 2 1 940 6804 1 940
1796380960 223000 3 2 1670 6824 1 1300
5631500868 590000 4 3.5 3100 15842 2 2400
3126049411 340000 2 2.5 1100 1760 3 1100
2321300390 650000 3 2 1870 3388 1 1230
3905040800 533600 3 2.5 1930 5080 2 1930
4379400260 695000 3 2.75 2540 4694 2 2540
5115000160 242000 3 1.75 1280 7524 1.5 1280
2826049234 425000 3 2.25 1820 8814 1 1280
6600700030 525000 3 2.25 1490 9414 2 1490
3904930240 485000 3 2.5 1880 5502 2 1880
9407110700 175000 3 1 1250 9775 1 1250
1682500160 210000 3 2 1440 7210 1 1440
8078570390 260000 3 2.5 1920 7415 2 1920
3010300240 577000 3 2.5 2060 5750 1 1330
9500900135 200000 3 1.5 1210 10588 1 1210
461001615 605000 2 1.75 1760 5000 1 940
6411600069 325000 3 1 990 6750 1 990
7812800565 289500 3 1 960 6400 1 820
7548300731 559950 3 2.5 1660 1458 3 1660
8925100390 1.04E+06 3 1.75 1900 9375 1 1330
7010700292 543500 3 2.25 1270 2790 1 990
9485951170 480000 4 2.25 3250 34293 2 3250
5437820310 218000 3 1 960 9633 1 960
582000135 565000 2 1.75 1330 6000 1 960
3204800370 426700 3 1.75 2080 7700 1 1600
8832900550 650000 3 2.5 2690 11575 1 2130
9550204515 542000 2 1 890 3060 1 770
7199330390 415000 3 1.75 1070 8000 1 1070
6131600060 214000 3 1 1200 8316 1 1200
5379805460 245000 3 1.5 1360 8910 2 1360
7212652180 314500 3 2 2050 13303 1 2050
6379500640 1.12E+06 3 1.5 3000 5750 2 2000
4315700060 378000 2 2 1300 3850 1 800
3329500060 305000 4 2.5 2250 9091 1 1340
4140090320 595000 5 2.75 3740 6750 1 1980
9385200045 729500 3 2.5 1660 1091 3 1530
7852180340 430000 3 2.5 2360 6699 2 2360
1545804340 240000 3 1.75 1760 6500 1 1150
2490200320 545000 3 1.75 1680 6200 1.5 1680
2218000335 530000 3 1.75 1320 2500 1 870
922049078 157000 1 1 870 26326 1 870
2586800270 425000 4 1 1260 7645 1.5 1260
4338800370 220000 3 1 1000 6020 1 1000
7214700350 521000 4 1.75 2020 36400 1 1550
3226200105 325000 3 1 1920 6862 1 1120
2324039036 597500 3 2 2150 5400 1.5 1380
7849202231 337000 3 2.5 1470 3976 2 1470
5196410260 1.00E+06 3 2.5 3180 10492 2 3180
3760500116 3.07E+06 3 2.5 3930 55867 1 2330
2985800030 495000 3 1 990 6000 1 990
259900160 748000 4 3.5 2770 3330 2 1970
708000030 888000 3 1.5 1250 8710 1 1250
192460310 269900 3 1.75 1140 22267 1 1140
9412200260 496500 4 2.5 2250 14440 1 1550
1062100116 475000 3 2.5 1640 5097 2 1640
6798100662 312000 3 1.5 1255 1374 3 1255
1775920350 323000 3 1 1290 12231 1 1290
2525500260 331000 3 1.75 1300 9079 1 1300
6145600041 306000 3 1.5 1220 1086 3 1220
3300701615 655000 4 2.5 2630 4000 3 2630
5151600340 290000 3 1.5 1950 15954 1 1950
7613700521 1.25E+06 4 3.25 3160 5000 2 2360
2710600045 460000 3 1.75 1550 4708 1 860
5101405124 435000 4 2.5 1700 6380 1 850
6067910030 664000 4 2.75 2510 11880 1 1630
1959701890 865000 4 1.75 1800 4180 2 1800
1402200340 385000 3 1.75 1800 18000 1 1200
3558900070 497000 3 2.25 1870 9315 1 1350
7846700310 280000 2 1 1010 3000 1 1010
3348401740 188000 2 1.5 1120 17487 1 1120
3013300288 478500 3 1 2090 4755 1 1200
7852070060 1.15E+06 4 3.5 4370 18361 2 4370
5029450160 222000 3 2 1440 7187 1 970
3526069070 799000 4 3 2580 209523 2 2580
5104540240 609900 4 2.5 3190 7399 2 3190
3438500486 413000 4 3.5 2380 5809 2 1750
5102400105 400000 4 1 1420 4875 1.5 1420
2346200030 802541 5 2.75 2990 6768 2 2990
1321710030 320000 3 2.5 2680 7757 2 2680
7853290030 507000 4 2.5 2730 7649 2 2730
1566100400 387500 3 1 1220 8329 1 1220
1775800800 396000 3 1 1500 12616 1 1500
9133600075 373000 3 1.75 1830 11788 1 1430
5450900060 1.48E+06 5 2.5 4570 19252 2 4570
1402600700 359900 4 2.25 2470 7698 2 2470
8024200350 410000 2 1 800 4342 1 670
3121500340 690000 4 2.5 2900 23488 2 2900
7697870860 245000 3 2 1410 5760 1 1410
7527200030 700000 5 2.5 2830 25958 1 1610
2013200390 268000 4 1.75 1680 9966 1 1100
766500030 225000 3 1.75 1760 26055 1 920
6664000030 980000 4 2.25 2240 11034 2 2240
9349900105 795000 2 1 1380 5000 1.5 1380
1895000045 195000 2 1 820 5100 1 820
6205500030 480000 4 2 2180 10575 1 1730
7011200260 485000 4 2 1400 3600 1 1100
41000454 130000 2 1 880 9000 1 880
7203600550 325000 2 1 1060 5703 1 1060
9477200560 440000 3 1.75 1530 7245 1 1530
4022907770 550000 4 1.75 2480 14782 1 1460
5231000060 310000 3 1.75 1490 7150 1 1490
6055000310 530000 3 2.5 3660 39478 2 3260
3216900060 390000 4 2.5 2340 8548 2 2340
7967200060 243000 3 1.75 1450 12125 1 1450
8077210350 639000 4 2.5 2210 9875 2 2210
7203000640 215000 4 1 1130 7400 1 1130
2988000070 405000 5 1.75 1550 10500 1 1100
3832200070 250000 4 1.75 1710 7140 1 1010
3670500710 405500 3 1.5 1010 8108 1 1010
8820903380 452000 6 2.25 2660 13579 2 2660
8820903380 730000 6 2.25 2660 13579 2 2660
4233400400 267000 3 2 1300 9644 1 1300
3793500550 289950 3 2.5 1670 6186 2 1670
6431000270 565000 2 1 960 4080 1 960
2225059214 1.58E+06 4 3.25 4670 51836 2 4670
7694800270 636000 3 2.5 2140 2770 2 1770
2171400197 350000 5 3 2520 5500 1 1550
2473400340 320000 3 1.5 1650 9380 1 1130
3530490070 210000 2 1.75 1440 5680 1 1440
1932300075 245000 2 1 1050 5900 1 1050
2525000510 328000 3 1.75 1470 7650 1 1130
1853000510 985000 4 2.25 4230 37769 2 4230
1742800060 501000 3 1.75 1970 7972 1 1370
2723089104 315000 3 2.25 1540 17424 2 1540
2619950350 403000 3 2.75 2090 8354 2 2090
4021100045 550000 3 2 2380 17950 2 2110
731500200 347500 4 2.5 2156 3562 2 2156
2591820310 365000 4 2.25 2070 8893 2 2070
3626039299 588000 3 1 1910 8167 1 1270
9346980140 605000 3 1.75 1920 7400 1 1260
6613000140 1.30E+06 3 3.25 3400 5979 2 2290
8159610060 233000 3 2 1400 9177 1 1400
7830800339 360000 4 2.5 2210 17715 2 2210
1588600045 459000 2 1.75 1170 4887 1 1020
826069046 740000 3 2 2100 72745 1 2100
1771000890 305000 3 1 1160 9750 1 1160
3300701170 395000 3 1 1500 4000 1 900
7340500270 560000 4 2.5 2940 6000 2 2940
9277200111 650000 4 1.75 2010 5070 1 1300
293720140 449950 3 2.5 2170 4912 2 2170
579003610 517500 3 1.5 1430 5200 1 1250
1138020200 435000 4 1.5 1510 6460 1 1070
3432500200 329999 3 1 1150 6908 1 800
1563102435 950000 3 1.75 2150 4200 1 1140
3959400710 447000 3 1 1370 6001 1 1230
8682300890 699800 2 2.5 2380 6600 1 2380
4385700765 850000 3 1.75 1370 3850 1 770
5149300200 316500 3 1.75 1600 14250 1 1070
9323600060 942500 5 3.5 3750 9612 1 2030
9273200140 1.31E+06 2 2.25 3950 3938 2 2910
9542300320 856600 4 2.25 2400 13430 1 2400
770000045 405600 5 1.5 2830 4000 2.5 2830
6979900390 565000 4 2.5 2440 22594 2 2440
6379500159 400000 3 2.25 1190 1149 2 1050
826079094 330000 3 2 1400 218252 1 1400
8856940060 374950 4 2.75 2730 4683 2 2730
2972300060 405300 3 2.75 2390 7939 1 1610
3575200070 560000 3 2.25 2060 31400 2 2060
8146100270 824000 4 2.25 2490 9864 1 1290
8648200030 260000 3 1.75 1100 10968 1 1100
208500160 760000 4 2.5 2430 6099 1 1470
1196003428 405000 3 2.5 3170 12750 2 2360
5104450990 429900 4 2.5 2640 8625 2 2640
3343901234 341500 3 1.5 1130 7223 1 1130
226039214 465250 5 2 1940 7642 1.5 1940
1623300160 450000 2 2 1100 3000 1.5 1100
2205500575 390000 3 1 1200 10800 1 1200
4040800810 420000 3 2.25 2000 8030 1 1000
2612000390 269950 3 2.5 1890 4838 2 1730
3814400125 493000 4 2 1910 2874 1 1060
7300400060 370000 4 2.5 2710 5880 2 2710
1954700695 2.25E+06 5 4.25 4860 9453 1.5 3100
7230200340 305000 3 1 1250 23680 1 1250
3191000240 400000 3 1.75 1590 8219 1.5 970
1139000069 320000 3 1.5 1240 1221 2 1050
5693500270 715000 4 1 2000 4800 2 2000
686500030 650000 6 2.75 3610 10003 1.5 3610
8731901940 218000 5 1.75 1930 8040 1 1930
2688100071 500000 2 1 1280 5400 1 1280
2423069155 460000 4 2 2090 40419 1 2090
2329500260 232500 3 1.5 1940 9887 1 1140
2608300030 408200 3 2.5 1800 5761 2 1800
1494300060 522000 3 1.75 1730 8400 1 1400
7504101230 675000 4 2.5 2810 11120 2 2810
8081020370 1.36E+06 4 3.5 3550 11000 1 2260
1446800511 249950 4 1 1330 7980 1.5 1330
1623049062 210000 2 1 750 34133 1 750
6145601000 429950 4 1 1760 7216 1 1090
205000520 737500 4 2.5 3200 36276 2 3200
3885805935 710000 4 2 1740 9000 1 1740
7852020640 470000 3 2.5 2100 4700 2 2100
6838800140 1.10E+06 4 3.5 4270 40097 1 4270
4083305445 650000 3 2 1340 2720 1.5 1340
7855801610 1.22E+06 4 2.5 3190 8684 1 1680
7940700260 422120 3 2.5 1630 4534 2 1630
8854100350 625000 5 2.5 2990 15085 2 2990
4365200860 385200 4 1 1550 7740 1.5 1550
3904980030 500000 3 2.25 1690 4964 2 1690
7843500070 308000 4 2.25 1960 12243 2 1960
6067900060 565000 3 2.75 2390 9966 1 1360
7202340960 581000 3 2.5 2600 4438 2 2600
1786640070 361000 3 2 1950 8698 1 1950
259600260 345000 3 1 1250 7210 1 1250
7234600903 419000 2 2.25 1180 1253 2 840
4307350200 347000 3 2.5 1680 4308 2 1680
3276930400 625000 4 2.25 2220 36085 2 2220
4045100075 2.40E+06 4 4.25 4890 15188 2 3090
1421069208 379000 3 3.25 2660 17852 2.5 2660
4057300200 310000 3 1.5 1150 3323 2 1150
1922059135 250000 2 2 1130 5500 1 1130
5014600240 682000 5 2.75 2760 5000 2 2760
1565900070 246500 3 2 1430 8919 1 1430
3121059033 325000 3 1 1490 57381 1.5 1490
6799300270 310950 4 2.5 2030 4997 2 2030
2021200370 1.10E+06 3 2 3010 5000 2 1890
726049190 287500 3 1 1810 7200 1 1130
726049190 431000 3 1 1810 7200 1 1130
4006000251 226000 3 1 970 5000 1 970
3362400640 825000 3 1.75 2010 3090 1.5 1510
1610000016 175000 4 1 1300 6030 1.5 1300
7376300060 465750 3 1.5 1260 10350 1 1260
7300200550 659000 4 2.25 2610 24931 2 2610
2061100570 595000 3 1.75 1910 5753 1 1110
8856890200 350000 3 2.25 1780 16290 2 1780
8731951670 270000 4 2.25 1900 8600 1 1900
4037200075 662500 6 2.25 2450 25600 1 1340
5066400483 249900 3 1.75 1380 14000 1 1380
4167300310 324500 3 1.75 1920 11340 1 1230
8682262400 430000 2 1.75 1350 4003 1 1350
8682262400 419950 2 1.75 1350 4003 1 1350
6777800160 285000 4 1.75 2510 7440 1 1290
1402950550 332000 4 2.5 2470 7780 2 2470
2843200070 282000 4 1.75 1660 10725 1 960
6450303785 320000 3 1 1340 5175 1 940
9429500045 428750 3 1 1620 30736 1.5 1620
1443300140 330000 3 2.25 2300 35287 2 2300
108000127 456500 4 3.5 2000 2309 3 2000
1081300200 352000 3 2.25 1640 11050 1 1640
8818900060 664000 4 2 1530 4080 1.5 1530
3395050060 628000 3 1.75 4000 11894 1 2190
7197350070 512000 3 1.75 1610 12555 1 1080
9510900270 254000 3 2 2070 9000 1 1450
3905081070 535800 4 2.5 1900 5790 2 1900
2322069114 287653 3 1 1050 16050 1 1050
5637500070 438000 3 2.5 1520 1304 2 1180
4164100160 450000 4 1.75 2390 23899 1 1750
4136890260 327000 5 2.75 2400 8050 2 2400
3056800160 370500 4 2.5 1790 6120 2 1790
3654800200 265000 3 2.5 1720 6271 2 1720
2296500036 450000 4 2.75 2980 13260 1 1800
623069068 425000 3 1 1520 213444 1.5 1520
1865820370 166600 3 1.75 1150 8690 1 1150
1723049033 245000 1 0.75 380 15000 1 380
2359300030 565000 3 1 910 5212 1 910
6403310060 539900 3 1.75 1650 10150 1 1230
1937300270 910000 3 3.5 2480 3200 2 2480
4137050060 280000 4 2.5 2050 7416 2 2050
2310000240 275000 3 2.25 1420 8549 2 1420
3955900830 467000 3 2.5 3460 6590 2 3460
8665050060 457500 3 2.5 1500 4445 2 1500
3330500875 381156 2 1 1320 3090 1 1320
3327020400 289999 5 2.5 2180 8240 1 1220
1250700060 642450 3 1.75 1830 4160 1 1230
4039300400 469950 3 2.25 1620 8701 1 1220
6665800060 795000 3 2 2920 13650 1 1460
7504110030 785000 4 2.5 3300 10514 2 3300
7805450810 860000 3 2.25 3060 12095 2 3060
6306400140 1.10E+06 0 0 3064 4764 3.5 3064
8802400416 147500 3 1 1530 8498 1 1530
6204400270 390000 3 2 1910 11576 1 1410
9536602080 229000 3 1 1020 8100 1 1020
3826000070 185000 3 1 1150 8100 1 1150
5101405335 414900 3 1.5 1260 9570 1 870
2349300060 200000 4 2 1920 4822 1 920
7749500370 225000 4 2.25 1800 9350 1 1800
2436701200 720000 3 1.75 2040 4000 2 1360
7871500070 930000 4 2.5 2200 4000 2 1430
3323500030 1.27E+06 5 2.5 3200 17204 1 2160
2110200036 700000 5 3.25 2400 3118 2 1780
510002519 466000 2 1.5 1140 1058 3 1140
1387300070 374000 3 1.5 1330 10640 1 1330
9465910070 480000 3 2.5 1940 10035 2 1940
2324800070 740000 3 2.5 3000 25341 2 3000
1962200435 1.01E+06 4 1 1820 5400 1.5 1820
8562890700 395000 4 2.5 2910 5000 2 2910
3298700946 340000 2 1 1090 6771 1 1090
880000189 209000 3 2 1230 1340 2 1020
643500030 431650 5 2.5 1710 7700 1.5 1710
8566100200 980000 5 2.5 3160 11470 1 1780
4298100240 660000 3 2.5 2680 28243 2 2680
3275780030 730000 4 2.25 2190 9009 2 1840
8648220270 291500 3 1.75 1260 9600 1 1260
1923000160 905000 4 3.5 2970 14486 2 2340
7574910860 800000 4 2.5 2570 50308 1.5 2570
2296500136 839900 4 3.5 3810 13592 1 2560
3278600710 200000 1 1.5 1010 1157 2 950
2460700260 300000 3 2 1480 6698 1 1080
3188100400 530000 3 1.75 1250 6041 1.5 1250
9406520830 314950 3 2.25 1654 8479 2 1654
3387900390 255000 3 1.75 1410 9315 1 1410
1596600024 550000 5 2.75 2160 5720 1 1500
7625701891 435000 3 1 1400 4800 1 700
3224800075 234000 3 1.75 1420 8738 1 1420
7526800200 615000 4 2.25 2500 10062 1 1600
3329530200 205000 3 2 1410 8384 1 1410
2115200125 384000 4 1.75 2100 7135 1 1050
6623400135 324000 3 2.5 1750 7208 2 1750
103000116 645000 3 1.75 2070 5500 1 1130
2768301525 570000 3 3.25 1570 1777 2 1260
739980260 324000 3 2.5 1920 5322 2 1920
4302200695 270000 2 1 1000 10320 1 1000
1431700370 290000 5 1.5 2120 7700 1.5 2120
7524000030 250000 3 2 1440 9220 1 1440
4046500320 342000 3 1.75 1660 16275 2 1660
4325000125 255000 3 1.5 1340 8450 1 1340
3456000160 800000 3 2.25 2380 11824 1 1450
9297301580 451000 3 1.75 1560 4049 1.5 1000
2465400036 990000 4 2.5 2780 10480 1 1390
5412200270 288400 4 2.5 1860 6687 1 1220
1109000390 420000 3 1.5 2390 4600 2 1750
8730000270 359000 2 2.75 1370 1140 2 1080
7937600830 390000 4 3 2570 262018 1 1420
3395070640 300000 3 2.5 1320 2614 2 1320
8663280160 545000 5 2.5 2520 7863 1 1500
6151800624 288349 3 1 1250 18616 1 1250
8594400370 299900 3 2.25 1560 35026 1 1290
2301400640 891000 4 2 2330 5000 1.5 1720
4441300240 1.20E+06 3 2 3660 22410 1 1830
7714000070 378000 4 2.5 2790 4650 2 2790
3432500486 299995 2 1 1060 7200 1 1060
5466420030 253000 3 2.5 2020 6564 1 1310
1324079046 350000 3 2.25 1580 47916 1 1580
2768301715 565000 4 3 2020 4300 1.5 2020
3332000135 315000 2 1 970 5665 1 970
65000400 570000 4 3 1490 6766 1.5 1490
8820901670 971000 5 3.5 4390 10140 2 3350
8712100575 915000 5 2.5 2750 5589 1.5 1840
6116500341 419000 4 1.5 2150 23568 1 2150
4167300030 260000 4 1.75 1810 7480 1 1230
2925059135 1.32E+06 3 3 2230 12968 2 2230
7708300140 369950 3 1 2430 10720 1 2430
4139430340 1.03E+06 3 2.5 3680 13384 2 3680
3812400070 435000 5 1 1410 6750 1.5 1410
9455200445 601000 3 1.75 1330 6743 1 1330
6203000160 460500 3 1 1490 10650 1 1150
7517500611 720000 3 2.5 2020 1159 3 2020
8691300860 851000 4 2.5 3130 13202 2 3130
5489200435 550000 4 3 2670 5000 2 2670
510002065 700000 4 1 1980 4560 1.5 1980
252000400 323000 3 1.75 2100 14850 1 2100
7279300070 345500 3 1 1350 8581 1 1350
8113101670 378000 4 1.5 2140 7920 1 1190
7578200310 650000 4 2 2208 5000 3 2208
7715800570 385000 3 2 1010 7380 1 1010
6852700478 425000 2 1 970 2970 1 970
1917300260 210000 4 2 1520 6174 1.5 1520
4298100070 630000 4 2.5 2740 43101 2 2740
1842000140 335000 3 1.75 1570 7500 1 1300
5462100240 196500 3 1 1320 9000 1 1320
8651520510 582800 4 2.75 2550 7636 1 1440
3578110200 440000 3 1.75 1560 7207 1 1250
7555210340 752500 4 2.25 2360 8616 2 2360
2313900510 532500 3 1.75 1330 5000 2 1210
2009001600 265000 3 1 1070 9000 1 1070
1455100116 397500 3 1.25 1510 13737 1 810
3629790160 524250 3 2.5 1710 3469 2 1710
1778350070 765000 4 2.75 2790 10819 2 2790
1703050200 648000 4 2.5 2620 5450 2 2620
5469700570 469500 5 2.5 2970 24759 1 1670
100600860 237500 3 1.75 1050 7854 1 1050
421049116 216000 3 1 1280 8712 1 1280
3205200640 427200 3 1 1030 8400 1 1030
8899200570 280000 3 2.25 1900 7800 1 1390
1777500160 718000 5 3 3070 9804 1 1740
7853340860 420000 2 2.75 1760 4139 2 1760
1862400132 379000 2 1 930 5400 1 930
6380500135 326100 2 1 880 7683 1 880
9528104108 535000 3 2.5 1360 1016 3 1310
2571910160 283000 4 2.75 2130 8560 1 1560
316000160 260000 3 1 1480 7469 1.5 1120
2695600505 399000 4 1 1500 6388 1.5 1500
3904910320 484950 3 2.25 1670 5004 2 1670
4100000140 640000 4 1.75 2060 9828 1 2060
3226049270 585000 4 2.5 2160 8158 1 1660
1455600030 645000 4 2 2780 11583 1 1190
5559600140 253000 3 2 1490 7651 1 1490
5147600105 178500 2 1 740 6460 1 740
7437100570 291000 4 2.5 1860 6325 2 1860
8856004730 199950 2 2.75 1590 20917 1.5 1590
3856902996 553500 2 1 850 2340 1 850
1442800370 189950 2 1 1030 4188 1 1030
8001400340 289000 3 2 1850 9550 1 1850
