price,bedrooms,bathrooms,sqft_living,sqft_lot,floors
315000,2,1,970,5665,1
226000,3,1,970,5000,1
425000,2,1,970,2970,1
232000,2,1,1240,12092,1
240500,2,1,1240,12092,1
282000,4,1.75,1660,10725,1
218000,3,1,960,9633,1
452000,4,1.5,1580,7350,1
315000,3,1,960,6634,1
565000,2,1.75,1330,6000,1
565000,2,1,960,4080,1
725000,3,1.75,1920,3300,1
200000,1,1.5,1010,1157,2
615000,3,1.75,1900,5000,1
482000,2,1,950,3960,1
420000,3,1,1060,8097,1
205000,3,1,940,7980,1
443500,2,1,940,6804,1
320000,3,1,1340,5175,1
375000,2,1,940,5120,1
605000,2,1.75,1760,5000,1
352000,2,1,940,5000,1
275000,2,1,940,5000,1
550000,4,1,1660,34848,1
379000,2,1,930,5400,1
225000,3,1.75,1760,26055,1
309000,3,1,1280,9656,1
200000,4,2,1920,4822,1
274250,3,1,910,8450,1
565000,3,1,910,5212,1
410000,3,1,1410,5060,1
180250,2,0.75,900,9600,1
226500,3,1.5,1300,7370,1
525000,3,1.5,1350,6000,1
395000,3,1,1500,4000,1
240000,4,1,1220,8075,1
207950,2,2,890,5000,1
130000,2,1,880,9000,1
326100,2,1,880,7683,1
380000,4,1.75,1760,7300,1
205425,2,1,880,6780,1
490000,2,2.5,1230,1391,2
157000,1,1,870,26326,1
405000,2,0.75,1160,15029,1
414900,3,1.5,1260,9570,1
530000,3,1.75,1320,2500,1
210000,3,1,860,11725,1
468000,2,1,1160,6000,1
170000,2,1,860,5265,1
385000,4,1.75,1620,4980,1
460000,3,1.75,1550,4708,1
475000,2,1,1490,3825,1
280000,2,1,850,16400,1
378500,4,1.75,1700,8640,1
435000,4,2.5,1700,6380,1
438924,3,1.5,1050,4590,1
553500,2,1,850,2340,1
419000,2,2.25,1180,1253,2
517534,2,1,833,143947,1
210000,2,1,830,6000,1
425000,3,2.5,1120,1100,2
615000,2,1,1540,6872,1
289500,3,1,960,6400,1
195000,2,1,820,5100,1
397500,3,1.25,1510,13737,1
268750,4,1,800,8775,1
329999,3,1,1150,6908,1
378000,2,2,1300,3850,1
349500,3,1,1400,3538,1
438000,3,1.75,1520,6380,1
437500,2,1,990,3120,1
480000,2,1,1030,3060,1
180000,2,1,770,10000,1
395000,2,1,770,6000,1
425000,2,1,770,5040,1
850000,3,1.75,1370,3850,1
542000,2,1,890,3060,1
481000,3,1.75,1560,3000,1
335000,2,1.75,1030,1066,2
369900,1,0.75,760,10079,1
210000,2,1,750,34133,1
261000,2,1,750,8125,1
178500,2,1,740,6460,1
259950,2,2,1070,649,2
181000,2,1.5,720,5120,1
269950,2,1.75,1340,7250,1
350000,1,1,700,5100,1
435000,3,1,1400,4800,1
570000,3,1.75,1260,3328,1
410000,2,1,800,4342,1
315000,2,1,630,6550,1
190000,2,1,630,6000,1
331000,3,1.75,1080,1306,1
299000,1,0.75,560,12120,1
80000,1,0.75,430,5050,1
245000,1,0.75,380,15000,1
